"Word","Pinyin","OtherPinyin","Level","First Translation","Other Translations"
"開明","kāimíng","","6","enlightened","open-minded, enlightenment"
"開設","kāishè","","6","to offer (goods or services)","to open (for business etc)"
"開拓","kāituò","","6","to break new ground (for agriculture)","to open up (a new seam), to develop (border regions), fig. to open up (new horizons)"
"開演","kāiyǎn","","6","(of a play, movie etc) to begin",""
"看家","kānjiā","","6","to look after the house","(of skill, ability) special, outstanding"
"砍","kǎn","","6","to chop","to cut down, to throw sth at sb"
"看得起","kàndeqǐ","","6","to show respect for","to think highly of"
"看看","kànkan","","6","to take a look at","to examine, to survey, (coll.) pretty soon"
"看來","kànlái","","6","apparently","it seems that"
"看樣子","kànyàngzi","","6","it seems","it looks as if"
"抗議","kàngyì","","6","to protest","protest"
"考察","kǎochá","","6","to inspect","to observe and study, on-the-spot investigation"
"考卷","kǎojuàn","","6","exam paper",""
"考慮","kǎolǜ","","6","to think over","to consider, consideration"
"考取","kǎoqǔ","","6","to pass an entrance exam","to be admitted to"
"靠近","kàojìn","","6","near","to approach"
"科目","kēmù","","6","subject",""
"顆","kē","","6","classifier for small spheres, pearls, corn grains, teeth, hearts, satellites etc",""
"可喜","kěxǐ","","6","making one happy","gratifying, heartening"
"可笑","kěxiào","","6","funny","ridiculous"
"客房","kèfáng","","6","guest room",""
"客觀","kèguān","","6","objective","impartial"
"客戶","kèhù","","6","client","customer"
"課外","kèwài","","6","extracurricular",""
"空前","kōngqián","","6","unprecedented",""
"空中","kōngzhōng","","6","in the sky","in the air"
"恐怖","kǒngbù","","6","terrible","frightful, frightening, terror, terrorist"
"控制","kòngzhì","","6","control","to exercise control over, to contain"
"口才","kǒucái","","6","eloquence",""
"口號","kǒuhào","","6","slogan","catchphrase, CL:個|个[ge4]"
"口紅","kǒuhóng","","6","lipstick",""
"口氣","kǒuqì","","6","tone of voice","the way one speaks, manner of expression, tone"
"口試","kǒushì","","6","oral examination","oral test"
"口水","kǒushuǐ","","6","saliva",""
"口音","kǒuyīn","","6","oral speech sounds (linguistics)","voice, accent"
"口語","kǒuyǔ","","6","colloquial speech","spoken language, vernacular language, slander, gossip, CL:門|门[men2]"
"扣","kòu","","6","to fasten","to button, button, buckle, knot, to arrest, to confiscate, to deduct (money), discount, to knock, to smash, spike or dunk (a ball), to cover (with a bowl etc), fig. to tag a label on sb, button"
"誇獎","kuājiǎng","","6","to praise","to applaud, to compliment"
"跨","kuà","","6","to step across","to stride over, to straddle, to span"
"會計","kuàijì","","6","accountant","accountancy, accounting"
"寬度","kuāndù","","6","width",""
"喇叭","lǎba","","6","horn (automobile etc)","loudspeaker, brass wind instrument, trumpet, suona 鎖吶|锁呐[suo3 na4]"
"蠟燭","làzhú","","6","candle","CL:根[gen1],支[zhi1]"
"辣椒","làjiāo","","6","hot pepper","chili"
"來回","láihuí","","6","to make a round trip","return journey, back and forth, to and fro, repeatedly"
"來臨","láilín","","6","to approach","to come closer"
"來往","láiwǎng","","6","to come and go","to have dealings with, to be in relation with"
"來信","láixìn","","6","incoming letter","send a letter here"
"來源","láiyuán","","6","source (of information etc)","origin"
"來自","láizì","","6","to come from (a place)","From: (in email header)"
"籃子","lánzi","","6","basket","CL:隻|只[zhi1]"
"懶","lǎn","","6","lazy",""
"懶得","lǎnde","","6","not to feel like (doing sth)","disinclined to"
"爛","làn","","6","soft","mushy, well-cooked and soft, to rot, to decompose, rotten, worn out, chaotic, messy, utterly, thoroughly, crappy, bad"
"濫用","lànyòng","","6","to misuse","to abuse"
"狼","láng","","6","wolf","CL:匹[pi3],隻|只[zhi1],條|条[tiao2]"
"浪費","làngfèi","","6","to waste","to squander"
"撈","lāo","","6","to fish up","to dredge up"
"牢","láo","","6","firm","sturdy, fold (for animals), sacrifice, prison"
"牢騷","láosāo","","6","discontent","complaint, to complain"
"勞動","láodòng","","6","work","toil, physical labor, CL:次[ci4]"
"勞工","láogōng","","6","labor","laborer"
"勞力","láolì","","6","labor","able-bodied worker, laborer, work force"
"嘮叨","láodao","","6","to prattle","to chatter away, to nag, garrulous, nagging"
"老百姓","lǎobǎixìng","","6","ordinary people","the ""person in the street"", CL:個|个[ge4]"
"老闆娘","lǎobǎnniáng","","6","female proprietor","lady boss, boss's wife"
"老大","lǎodà","","6","old age","very, eldest child in a family, leader of a group, boss, captain of a boat, leader of a criminal gang"
"老家","lǎojiā","","6","native place","place of origin, home state or region"
"老實說","lǎoshíshuō","","6","honestly speaking","to be frank, ..."
"老太太","lǎotàitai","","6","elderly lady (respectful)","esteemed mother, CL:位[wei4]"
"樂意","lèyì","","6","to be willing to do sth","to be ready to do sth, to be happy to do sth, content, satisfied"
"類似","lèisì","","6","similar","analogous"
"冷靜","lěngjìng","","6","calm","cool-headed"
"冷飲","lěngyǐn","","6","cold drink",""
"梨","lí","","6","pear","CL:個|个[ge4]"
"理由","lǐyóu","","6","reason","grounds, justification, CL:個|个[ge4]"
"禮品","lǐpǐn","","6","gift","present"
"力氣","lìqi","","6","strength","CL:把[ba3]"
"立場","lìchǎng","","6","position","standpoint, CL:個|个[ge4]"
"立即","lìjí","","6","immediately",""
"利潤","lìrùn","","6","profits",""
"利息","lìxí","","6","interest (on a loan)","CL:筆|笔[bi3]"
"例外","lìwài","","6","exception","to be an exception"
"粒","lì","","6","grain","granule, classifier for small round things (peas, bullets, peanuts, pills, grains etc)"
"聯合","liánhé","","6","to combine","to join, unite, alliance"
"聯合國","liánhéguó","","6","United Nations",""
"連接","liánjiē","","6","to link","to join, to attach, connection, a link (on web page)"
"連忙","liánmáng","","6","promptly","at once"
"連續","liánxù","","6","continuous","in a row, serial, consecutive"
"臉色","liǎnsè","","6","complexion","look"
"糧食","liángshí","","6","foodstuff","cereals, CL:種|种[zhong3]"
"倆","liǎng","","6","two (colloquial equivalent of 兩個|两个)","both, some"
"諒解","liàngjiě","","6","to understand","to make allowances for, understanding"
"裂","liè","","6","to split","to crack, to break open, to rend"
"臨時","línshí","","6","as the time draws near","at the last moment, temporary, interim, ad hoc"
"凌晨","língchén","","6","very early in the morning","in the wee hours"
"靈活","línghuó","","6","flexible","nimble, agile"
"零件","língjiàn","","6","part","component"
"零售","língshòu","","6","to retail","to sell individually or in small quantities"
"零下","língxià","","6","below zero",""
"領帶","lǐngdài","","6","necktie","CL:條|条[tiao2]"
"領土","lǐngtǔ","","6","territory",""
"領先","lǐngxiān","","6","to lead","to be in front"
"領袖","lǐngxiù","","6","leader","CL:個|个[ge4],位[wei4],名[ming2]"
"另","lìng","","6","other","another, separate, separately"
"另外","lìngwài","","6","additional","in addition, besides, separate, other, moreover, furthermore"
"溜","liū","","6","to slip away","to escape in stealth, to skate"
"流動","liúdòng","","6","to flow","to circulate, to go from place to place, to be mobile, (of assets) liquid"
"流利","liúlì","","6","fluent",""
"留念","liúniàn","","6","to keep as a souvenir","to recall fondly"
"嘍","lóu","","6","subordinates in gang of bandits","(final particle equivalent to 了[le5]), (particle calling attention to, or mildly warning of, a situation)"
"摟","lǒu","","6","to draw towards oneself","to gather, to gather up (one's gown, sleeves etc), to grab (money), to extort, to hug, to embrace, to hold in one's arms"
"路燈","lùdēng","","6","street lamp","street light"
"路線","lùxiàn","","6","itinerary","route, political line (e.g. right revisionist road), CL:條|条[tiao2]"
"陸軍","lùjūn","","6","army","ground forces"
"陸續","lùxù","","6","in turn","successively, one after the other, bit by bit"
"錄用","lùyòng","","6","to hire (an employee)",""
"輪船","lúnchuán","","6","steamship","steamer, ocean liner, ship, CL:艘[sou1]"
"輪流","lúnliú","","6","to alternate","to take turns"
"輪子","lúnzi","","6","wheel","CL:個|个[ge4]"
"論文","lùnwén","","6","paper","treatise, thesis, to discuss a paper or thesis (old), CL:篇[pian1]"
"落後","luòhòu","","6","to fall behind","to lag (in technology etc), backward, to retrogress"
"落實","luòshí","","6","practical","workable, to implement, to carry out, to decide"
"落伍","luòwǔ","","6","to fall behind the ranks","to be outdated"
"旅行社","lǚxíngshè","","6","travel agency",""
"綠豆","lǜdòu","","6","mung bean",""
"麻雀","máquè","","6","sparrow","(dialect) mahjong"
"馬虎","mǎhu","","6","careless","sloppy, negligent, skimpy"
"埋","mái","","6","to bury","to blame"
"買單","mǎidān","","6","to pay the restaurant bill",""
"買賣","mǎimài","","6","buying and selling","business, business transactions, CL:樁|桩[zhuang1],次[ci4]"
"饅頭","mántou","","6","steamed roll","steamed bun, steamed bread, CL:個|个[ge4]"
"漫畫","mànhuà","","6","caricature","cartoon, Japanese manga"
"忙碌","mánglù","","6","busy","bustling"
"盲目","mángmù","","6","blind","blindly, ignorant, lacking understanding"
"矛盾","máodùn","","6","contradiction","conflicting views, contradictory, CL:個|个[ge4]"
"毛巾","máojīn","","6","towel","CL:條|条[tiao2]"
"煤","méi","","6","coal","CL:塊|块[kuai4]"
"梅花","méihuā","","6","plum blossom","clubs ♣ (a suit in card games), wintersweet (dialect)"
"美觀","měiguān","","6","pleasing to the eye","beautiful, artistic"
"美妙","měimiào","","6","beautiful","wonderful, splendid"
"魅力","mèilì","","6","charm","fascination, glamor, charisma"
"門票","ménpiào","","6","ticket (for theater, cinema etc)",""
"門診","ménzhěn","","6","outpatient service",""
"猛","měng","","6","ferocious","fierce, violent, brave, suddenly, abrupt, (slang) awesome"
"夢到","mèngdào","","6","",""
"夢想","mèngxiǎng","","6","(fig.) to dream of","dream"
"迷糊","míhu","","6","muddle-headed","dazed, only half conscious"
"迷失","míshī","","6","to lose (one's bearings)","to get lost"
"迷信","míxìn","","6","superstition","to have a superstitious belief (in sth)"
"蜜蜂","mìfēng","","6","bee","honeybee, CL:隻|只[zhi1],群[qun2]"
"棉","mián","","6","generic term for cotton or kapok","cotton, padded or quilted with cotton"
"棉被","miánbèi","","6","comforter","quilt, CL:條|条[tiao2],面[mian4]"
"棉花","miánhua","","6","cotton",""
"免得","miǎnde","","6","so as not to","so as to avoid"
"勉強","miǎnqiǎng","","6","to do with difficulty","to force sb to do sth, reluctant, barely enough"
"面對","miànduì","","6","to confront","to face"
"面臨","miànlín","","6","to face sth","to be confronted with"
"面貌","miànmào","","6","appearance","face, features, CL:個|个[ge4]"
"面子","miànzi","","6","outer surface","outside, honor, reputation, face (as in ""losing face""), self-respect, feelings, (medicinal) powder"
"麵粉","miànfěn","","6","flour",""
"滅亡","mièwáng","","6","to be destroyed","to become extinct, to perish, to die out, to destroy, to exterminate"
"民間","mínjiān","","6","among the people","popular, folk, non-governmental, involving people rather than governments"
"民謠","mínyáo","","6","ballad","folk song"
"民眾","mínzhòng","","6","populace","masses, the people"
"民主","mínzhǔ","","6","democracy",""
"名稱","míngchēng","","6","name (of a thing)","name (of an organization)"
"名單","míngdān","","6","list (of names)",""
"名牌","míngpái","","6","famous brand",""
"名片","míngpiàn","","6","(business) card",""
"明亮","míngliàng","","6","bright","shining, glittering, to become clear"
"明明","míngmíng","","6","obviously","plainly, undoubtedly, definitely"
"明確","míngquè","","6","clear-cut","definite, explicit, to clarify, to specify, to make definite"
"命令","mìnglìng","","6","order","command, CL:道[dao4],個|个[ge4]"
"命運","mìngyùn","","6","fate","destiny, CL:個|个[ge4]"
"磨","mó","","6","to rub","to grind, to polish, to sharpen, to wear down, to die out, to waste time, to pester, to insist, grindstone, to grind, to turn round"
"模仿","mófǎng","","6","to imitate","to copy, to emulate, to mimic, model"
"模糊","móhú","","6","vague","indistinct, fuzzy"
"模型","móxíng","","6","model","mold, matrix, pattern"
"模樣","móyàng","","6","look","style, appearance, approximation, about, also pr. [mo2 yang4], CL:個|个[ge4]"
"抹","mǒ","","6","to wipe","to smear, to wipe, to erase, classifier for wisps of cloud, light-beams etc, to plaster, to go around, to skirt"
"目標","mùbiāo","","6","target","goal, objective, CL:個|个[ge4]"
"目的地","mùdìdì","","6","destination (location)",""
"目錄","mùlù","","6","catalog","table of contents, directory (on computer hard drive), list, contents"
"哪怕","nǎpà","","6","even","even if, even though, no matter how"
"奶粉","nǎifěn","","6","powdered milk",""
